e_true,Sigma_true
0.0,0.0
0.0,2.362176648138631e-18
7.488530082119067e-05,-0.027840444832978217
0.00014977060164238134,-0.09379853941906602
0.00014977060164238134,-0.09379853941906602
8.819906292545888e-05,-0.022282597886978214
2.6627524208536443e-05,-0.0014885492268162182
2.6627524208536443e-05,-0.0014885492268162184
4.326922832023512e-05,-0.001997659529152215
5.991093243193381e-05,-0.002879815505790314
5.991093243193381e-05,-0.0028798155057903133
7.15597957530153e-05,0.007154719689591922
8.320865907409679e-05,0.01796423558387482
8.320865907409679e-05,0.01796423558387482
0.00011149762588547423,0.023915657336191595
0.00013978659269685167,0.03017882237234216
0.00013978659269685167,0.03017882237234216
0.00014311460121689768,0.03371857958364441
0.0001464426097369437,0.03736085314764795
0.0001464426097369437,0.03736085314764798
0.0001414505886503848,0.03377000108038247
0.0001364585675638259,0.029733127879571275
0.0001364585675638259,0.02973312787957127
6.157226978561141e-05,0.025273824338740515
-1.3314027992603092e-05,0.03169992745951462
-1.3314027992603092e-05,0.03169992745951465
5.6580198857894815e-05,-0.04421846146227208
0.00012647442570839273,-0.04934329617513489
0.00012647442570839273,-0.04934329617513489
0.00011482606637917013,-0.04577340218302291
0.00010317770704994754,-0.04252129288744605
0.00010317770704994754,-0.04252129288744605
0.00012647415434616444,-0.038496767932027234
0.00014977060164238134,-0.03265985790967144
0.00014977060164238134,-0.032659857909671464
9.319163231794179e-05,-0.02477237876083109
3.661266299350225e-05,-0.0013217694687990937
3.661266299350225e-05,-0.0013217694687990928
5.8246554318074065e-05,-0.004597501563013472
7.988044564264589e-05,-0.007482109074893815
7.988044564264589e-05,-0.007482109074893814
0.0001530959022216751,-0.006280375862374448
0.00022631135880070427,-0.0001649166039082604
0.00022631135880070427,-0.00016491660390826474
0.00015143178996698483,-0.020109919773691916
7.655222113326537e-05,-0.035544137562265654
7.655222113326537e-05,-0.035544137562265654
0.00012148130808839717,-0.023726930968863122
0.00016641039504352898,-0.0025199820279995025
0.00016641039504352898,-0.002519982027999513
0.0001098323672264406,-0.012116533846030154
5.325433940935222e-05,-0.0051912388624804
5.325433940935222e-05,-0.005191238862480421
7.821602323009393e-05,0.0010466993581073822
0.00010317770705083562,0.0030069204717977915
0.00010317770705083562,0.0030069204717977915
9.152907634674075e-05,0.0021675361042751418
7.988044564264589e-05,0.0003751242142547989
7.988044564264589e-05,0.0003751242142547989
5.3253984925258105e-05,0.002972628660720366
2.662752420787033e-05,0.00607746287930954
2.662752420787033e-05,0.006077462879309549
7.655097495813153e-05,-0.008732483624337001
0.00012647442570839273,-0.01678889012749624
0.00012647442570839273,-0.016788890127496237
0.00012647442570839273,-0.016788890127496237
0.00012647442570839273,-0.016788890127496237
0.00012647442570839273,-0.01678889012749624
